video,imgsz,frames,fps,p50_ms,p95_ms
normal_480p,640,100,23.444796717943387,40.058957994915545,56.72808152448851
normal_480p,960,100,10.691434253047253,91.25320799648762,111.65495830355212
normal_480p,1280,100,6.056677082021313,151.58202100428753,210.2101794298505
crowded_1080p,640,100,27.423980217865235,33.94845803268254,51.147168088937164
crowded_1080p,960,100,13.69644603992712,69.69891698099673,93.86982115684077
crowded_1080p,1280,100,7.9888064533087375,119.33829152258113,156.87303538434207
